id,recommend_date,code,name,rank,score,combo,regime,buy_reason,sell_reason,status,exit_date,highest_nav,return_rate,feature_snapshot,entry_nav,candidate_codes,created_at,rec_count,vetoed_json,reco_path,decision_logic
14,2026-08-24,022320,汇添富弘瑞回报混合发起式A,1,0.012007296524964624,5.593919165195112,BEAR,"这只基金重点布局了黄金、铜等金属矿产，重仓股票包括中国黄金国际、紫金矿业、洛阳钼业等，都是资源板块里有实力的公司。最近贵金属板块涨得最好，黄金概念资金流入明显，加上国际局势不稳定，避险需求强，这些持仓正好踩在热点上。基金近1月涨幅达到12.4%，表现比同赛道多数基金更突出，而且它的历史回撤控制得比较好，拿起来更安心。 | 否决记录: [{""code"": ""023834"", ""name"": ""广发资源智选股票发起式A"", ""reason"": ""虽然近1月涨幅更高（+14.0%），但卡玛比率为负（-1.74），说明收益伴随较大波动或回撤，在熊市环境下风险调整后收益较差；组合分和Hurst指数也低于入选基金，趋势稳定性不足。""}]",,HOLD,,,,"{""sector"": ""一般金属及矿石"", ""rbsa_industry_1"": ""一般金属及矿石"", ""rbsa_weight_1"": 22.69, ""rbsa_industry_2"": ""基本金属"", ""rbsa_weight_2"": 14.77, ""rbsa_industry_3"": ""贵金属"", ""rbsa_weight_3"": 10.129999999999999, ""momentum_20d"": 16.295336787564786, ""hurst_60d"": 0.8072612795335625, ""calmar"": 2.2753211826165356, ""sector_rel_momentum"": 11.6, ""sector_rel_calmar"": 3.5, ""top_holdings"": [{""stock_code"": ""02099"", ""stock_name"": ""中国黄金国际"", ""weight"": 8.95}, {""stock_code"": ""601899"", ""stock_name"": ""紫金矿业"", ""weight"": 6.56}, {""stock_code"": ""603993"", ""stock_name"": ""洛阳钼业"", ""weight"": 6.39}, {""stock_code"": ""000408"", ""stock_name"": ""藏格矿业"", ""weight"": 5.43}, {""stock_code"": ""01258"", ""stock_name"": ""中国有色矿业"", ""weight"": 4.83}], ""holdings_report_date"": ""2026-06-30""}",1.4161,"[""022320"", ""023834""]",2026-08-24 04:43:34,1,,sector,
15,2026-08-24,019879,万家周期驱动股票发起式A,1,0.054578021718131156,4.600145468593597,BEAR,这只基金重点布局了港口航运、石油天然气和黄金等近期有明确利好的行业。比如它重仓的招商轮船和中远海能都是航运龙头，受益于一带一路和贸易物流恢复；中国海洋石油和山东黄金则分别受益于中东局势紧张带来的油价上涨，以及避险情绪推动的金价走强。基金近1月涨幅达到13.3%，表现非常亮眼，而且这些行业目前都有政策或事件支撑，短期趋势向好。,,WARNING,,,,"{""sector"": ""港口航运"", ""rbsa_industry_1"": ""港口航运"", ""rbsa_weight_1"": 12.42, ""rbsa_industry_2"": ""煤炭"", ""rbsa_weight_2"": 10.64, ""rbsa_industry_3"": ""基本金属"", ""rbsa_weight_3"": 5.72, ""momentum_20d"": 13.677998401672099, ""hurst_60d"": 0.7393425795451329, ""calmar"": 1.0447187634719157, ""sector_rel_momentum"": 10.1, ""sector_rel_calmar"": 0.5, ""top_holdings"": [{""stock_code"": ""601872"", ""stock_name"": ""招商轮船"", ""weight"": 4.72}, {""stock_code"": ""00883"", ""stock_name"": ""中国海洋石油"", ""weight"": 4.5}, {""stock_code"": ""600026"", ""stock_name"": ""中远海能"", ""weight"": 4.45}, {""stock_code"": ""601898"", ""stock_name"": ""中煤能源"", ""weight"": 4.14}, {""stock_code"": ""01787"", ""stock_name"": ""山东黄金"", ""weight"": 4.09}], ""holdings_report_date"": ""2026-06-30""}",1.8492,"[""019879""]",2026-08-24 04:43:44,1,,sector,
16,2026-08-25,007306,华泰柏瑞基本面智选A,2,0.014003663004340564,3.5353776755186512,BEAR,"这只基金主要投资石油天然气相关股票，比如中国石油和中国海洋石油，正好赶上近期油价上涨的好时机。同时它还配置了一些食品饮料类股票，起到平衡风险的作用。最近一个月它的涨幅是6.6%，表现稳健，而且历史上回撤控制得比较好，没有大起大落。相比另一只基金，这只没有过多持有贵金属和煤炭，避开了最近这两个板块下跌的风险，更让人放心。 | 否决记录: [{""code"": ""013341"", ""name"": ""工银核心机遇混合A"", ""reason"": ""这只基金虽然近期涨得更多（近1月+7.5%），但历史回撤较大（卡玛为负），且重仓了贵金属和煤炭，这些板块最近不被看好，风险偏高，所以不选它。""}]",,WARNING,,,,"{""sector"": ""石油及天然气"", ""rbsa_industry_1"": ""石油及天然气"", ""rbsa_weight_1"": 17.5, ""rbsa_industry_2"": ""食物饮品"", ""rbsa_weight_2"": 15.83, ""rbsa_industry_3"": ""煤炭"", ""rbsa_weight_3"": 8.82, ""momentum_20d"": 8.762348405750542, ""hurst_60d"": 0.6991752640607675, ""calmar"": 1.1774325792572011, ""sector_rel_momentum"": 6.3, ""sector_rel_calmar"": 2.5, ""top_holdings"": [{""stock_code"": ""00857"", ""stock_name"": ""中国石油股份"", ""weight"": 8.85}, {""stock_code"": ""00883"", ""stock_name"": ""中国海洋石油"", ""weight"": 8.65}, {""stock_code"": ""600256"", ""stock_name"": ""广汇能源"", ""weight"": 8.37}, {""stock_code"": ""09858"", ""stock_name"": ""优然牧业"", ""weight"": 8.18}, {""stock_code"": ""01117"", ""stock_name"": ""现代牧业"", ""weight"": 7.65}], ""holdings_report_date"": ""2026-06-30""}",1.3581,"[""013341"", ""007306""]",2026-08-25 04:44:19,1,,sector,
17,2026-08-25,014913,博时研究回报混合A,1,0.03362000146521659,5.6731434297582535,BEAR,这只基金主要买的是银行股和石油股，重仓了宁波银行、渝农商行、中国海洋石油等公司。银行股因为央行放水、市场钱变多，经营环境更稳；石油股因为中东局势紧张、油价有上涨支撑。这些行业最近都有实实在在的利好，所以基金表现不错，近1月涨幅达到+9.7%，在同类基金里非常突出。虽然涨得快了点，但背后有政策和行业前景支撑，值得关注。,,WARNING,,,,"{""sector"": ""银行"", ""rbsa_industry_1"": ""银行"", ""rbsa_weight_1"": 18.130000000000003, ""rbsa_industry_2"": ""船舶与海洋装备"", ""rbsa_weight_2"": 9.09, ""rbsa_industry_3"": ""通用设备"", ""rbsa_weight_3"": 6.53, ""momentum_20d"": 12.284624490332764, ""hurst_60d"": 0.7664204353275812, ""calmar"": 3.6638888888888945, ""sector_rel_momentum"": 10.6, ""sector_rel_calmar"": 3.7, ""top_holdings"": [{""stock_code"": ""603268"", ""stock_name"": ""松发股份"", ""weight"": 9.09}, {""stock_code"": ""002142"", ""stock_name"": ""宁波银行"", ""weight"": 8.33}, {""stock_code"": ""603187"", ""stock_name"": ""海容冷链"", ""weight"": 6.53}, {""stock_code"": ""601077"", ""stock_name"": ""渝农商行"", ""weight"": 6.29}, {""stock_code"": ""00883"", ""stock_name"": ""中国海洋石油"", ""weight"": 6.0}], ""holdings_report_date"": ""2026-06-30""}",1.7074,"[""014913""]",2026-08-25 04:44:29,1,,sector,
18,2026-08-26,022320,汇添富弘瑞回报混合发起式A,1,0.008750459423325517,5.453915713561191,BEAR,"这只基金重点布局有色金属和贵金属，前几大重仓股包括中国黄金国际、紫金矿业、洛阳钼业等，都是资源龙头。最近工信部提出推进新型工业化和原材料工业高质量发展，对金属和矿石板块是直接利好；同时黄金和铜等资源价格有支撑。基金近1月涨幅10.8%，在同类里表现靠前，而且历史回撤控制得比较好，跌的时候比大盘抗跌。虽然涨的时候可能不那么猛，但更适合当前市场环境。 | 否决记录: [{""code"": ""023834"", ""name"": ""广发资源智选股票发起式A"", ""reason"": ""卡玛比率为负，近60日最大回撤达23.8%，下行捕获1.17说明大盘下跌时它跌得更多；虽然近1月涨幅13.5%更高，但主要来自高波动，风险调整后收益明显落后，权衡后回避。""}]",,HOLD,,,,"{""sector"": ""一般金属及矿石"", ""rbsa_industry_1"": ""一般金属及矿石"", ""rbsa_weight_1"": 22.69, ""rbsa_industry_2"": ""基本金属"", ""rbsa_weight_2"": 14.77, ""rbsa_industry_3"": ""贵金属"", ""rbsa_weight_3"": 10.129999999999999, ""momentum_20d"": 16.295336787564786, ""hurst_60d"": 0.8072612795335625, ""calmar"": 2.2753211826165356, ""sector_rel_momentum"": 10.7, ""sector_rel_calmar"": 3.4, ""top_holdings"": [{""stock_code"": ""02099"", ""stock_name"": ""中国黄金国际"", ""weight"": 8.95}, {""stock_code"": ""601899"", ""stock_name"": ""紫金矿业"", ""weight"": 6.56}, {""stock_code"": ""603993"", ""stock_name"": ""洛阳钼业"", ""weight"": 6.39}, {""stock_code"": ""000408"", ""stock_name"": ""藏格矿业"", ""weight"": 5.43}, {""stock_code"": ""01258"", ""stock_name"": ""中国有色矿业"", ""weight"": 4.83}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-20|2026-08-20 12:41""}",1.3781,"[""022320"", ""023834""]",2026-08-26 05:47:23,1,,sector,
19,2026-08-26,017787,万家宏观择时多策略混合C,1,0.00998273168340634,6.363891969676242,BEAR,这只基金重仓煤炭行业，买的是潞安环能、平煤股份、淮北矿业、山煤国际、山西焦煤这些大型煤企。煤炭现在有政策利好，国家在控制煤炭供给、推动产能治理，煤炭价格预期稳中有升，而且煤炭板块本身比较抗跌，适合现在的市场环境。这只基金最近1个月涨了16.7%，比同赛道其他基金平均涨幅高出一大截，说明不是光靠行业整体上涨，而是基金经理选股和择时做得更好。同时大盘跌的时候它跌得很少，抗跌能力强，拿起来更安心。,,HOLD,,,,"{""sector"": ""煤炭"", ""rbsa_industry_1"": ""煤炭"", ""rbsa_weight_1"": 77.84, ""rbsa_industry_2"": ""饮料"", ""rbsa_weight_2"": 15.43, ""rbsa_industry_3"": ""基本金属"", ""rbsa_weight_3"": 10.58, ""momentum_20d"": 15.475678002582871, ""hurst_60d"": 0.817563985950096, ""calmar"": 4.201146944788205, ""sector_rel_momentum"": 12.6, ""sector_rel_calmar"": 4.0, ""top_holdings"": [{""stock_code"": ""601699"", ""stock_name"": ""潞安环能"", ""weight"": 9.0}, {""stock_code"": ""601666"", ""stock_name"": ""平煤股份"", ""weight"": 8.99}, {""stock_code"": ""600985"", ""stock_name"": ""淮北矿业"", ""weight"": 8.72}, {""stock_code"": ""600546"", ""stock_name"": ""山煤国际"", ""weight"": 8.46}, {""stock_code"": ""000983"", ""stock_name"": ""山西焦煤"", ""weight"": 7.88}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-20|2026-08-20 12:41""}",3.3432,"[""017787""]",2026-08-26 05:47:32,1,,sector,
20,2026-08-27,022320,汇添富弘瑞回报混合发起式A,1,0.04515629245881388,4.452733569706043,BEAR,"这只基金主要投资有色金属行业，重仓了中国黄金国际、紫金矿业、洛阳钼业等龙头公司。最近有色行业利润大增，这些公司业绩表现好，带动基金近1月涨了13.2%，明显超过同类基金的7.7%，说明它选股更有本事。同时它控制亏损的能力也不错，回撤比另一只基金小。在政策支持资源和工业企业的大背景下，这只基金后续还值得期待。 | 否决记录: [{""code"": ""023834"", ""name"": ""广发资源智选股票发起式A"", ""reason"": ""这只基金虽然也投有色金属，但近期收益质量较差，最大回撤更大，风险更高；相比之下不如选择风险收益比更好的汇添富弘瑞回报。""}]",,HOLD,,,,"{""sector"": ""一般金属及矿石"", ""rbsa_industry_1"": ""一般金属及矿石"", ""rbsa_weight_1"": 22.69, ""rbsa_industry_2"": ""基本金属"", ""rbsa_weight_2"": 14.77, ""rbsa_industry_3"": ""贵金属"", ""rbsa_weight_3"": 10.129999999999999, ""momentum_20d"": 13.234360114321998, ""hurst_60d"": 0.7948560801344474, ""calmar"": 2.723685787428966, ""sector_rel_momentum"": 5.3, ""sector_rel_calmar"": 3.5, ""top_holdings"": [{""stock_code"": ""02099"", ""stock_name"": ""中国黄金国际"", ""weight"": 8.95}, {""stock_code"": ""601899"", ""stock_name"": ""紫金矿业"", ""weight"": 6.56}, {""stock_code"": ""603993"", ""stock_name"": ""洛阳钼业"", ""weight"": 6.39}, {""stock_code"": ""000408"", ""stock_name"": ""藏格矿业"", ""weight"": 5.43}, {""stock_code"": ""01258"", ""stock_name"": ""中国有色矿业"", ""weight"": 4.83}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-27|2026-08-27 13:46""}",1.4263,"[""022320"", ""023834""]",2026-08-27 05:48:04,1,,sector,
21,2026-08-27,011845,博时周期优选混合A,1,0.018730383474877956,3.813387784922639,BEAR,"这只基金虽然叫周期优选，但组合里既有保险龙头中国平安，又有科达制造、罗曼股份这些和原材料、地产基建相关的公司，正好踩在当前的政策风口上。最近保险公司因为投资收益改善、利润大涨，资金也在从港股回流A股，保险板块确定性很高；同时它持有的周期类股票受益于原材料利润大增和各地稳楼市政策，具备继续反弹的潜力。基金近1月涨幅+11.2%，在同类里明显跑赢，说明它自己选股能力强，不是光靠大盘带动。虽然短期涨得有点多可能回调，但整体表现比另一只要稳健。 | 否决记录: [{""code"": ""008861"", ""name"": ""西部利得港股通新机遇混合A"", ""reason"": ""这只基金虽然也沾保险，但重仓里还有不少半导体股票，半导体不在当前推荐的赛道里，而且港股通基金在熊市里更容易受流动性影响。近1月涨幅只有+4.1%，比入选那只低不少，整体性价比不足。""}]",,HOLD,,,,"{""sector"": ""保险"", ""rbsa_industry_1"": ""保险"", ""rbsa_weight_1"": 10.94, ""rbsa_industry_2"": ""银行"", ""rbsa_weight_2"": 8.96, ""rbsa_industry_3"": ""通用设备"", ""rbsa_weight_3"": 8.719999999999999, ""momentum_20d"": 11.781358885017411, ""hurst_60d"": 0.6796160717342533, ""calmar"": 0.22402385966527846, ""sector_rel_momentum"": 10.1, ""sector_rel_calmar"": 0.4, ""top_holdings"": [{""stock_code"": ""02318"", ""stock_name"": ""中国平安"", ""weight"": 7.97}, {""stock_code"": ""600499"", ""stock_name"": ""科达制造"", ""weight"": 6.35}, {""stock_code"": ""605289"", ""stock_name"": ""罗曼股份"", ""weight"": 6.24}, {""stock_code"": ""920225"", ""stock_name"": ""利通科技"", ""weight"": 6.13}, {""stock_code"": ""920394"", ""stock_name"": ""民士达"", ""weight"": 5.26}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-27|2026-08-27 13:46""}",1.0266,"[""011845"", ""008861""]",2026-08-27 05:49:36,1,,sector,
22,2026-08-28,008861,西部利得港股通新机遇混合A,2,0.015474229947125457,1.1937969380032547,BEAR,"这只基金重仓了不少保险股，包括中国人寿和中国太保，正好对上了最近保险公司业绩爆发的利好；同时还配了一些券商等金融股，在资本市场政策活跃的时候也能受益。它最近1个月涨幅是7.3%，涨得不算夸张但比较实在，而且在大盘下跌时比大盘更抗跌，近60天最大回撤只有8.4%，在熊市里拿着更安心。 | 否决记录: [{""code"": ""011845"", ""name"": ""博时周期优选混合A"", ""reason"": ""近1月涨幅高达15.6%，远超同行中位数1.5%，且被标记走势异常；实际保险持仓只有10.9%，大涨主要靠科达制造、罗曼股份等周期小盘股，持续性存疑，熊市追高风险大。""}]",EMA60趋势退出: NAV连续2日<EMA60（自入场后高点回撤5.17%）,EXIT,2026-09-12,,-0.049471017732081624,"{""sector"": ""保险"", ""rbsa_industry_1"": ""保险"", ""rbsa_weight_1"": 29.379999999999995, ""rbsa_industry_2"": ""其他金融"", ""rbsa_weight_2"": 14.85, ""rbsa_industry_3"": ""半导体"", ""rbsa_weight_3"": 11.06, ""momentum_20d"": 5.435978004713293, ""hurst_60d"": 0.6266266743526006, ""calmar"": -0.6772048902912655, ""sector_rel_momentum"": 4.1, ""sector_rel_calmar"": -1.0, ""top_holdings"": [{""stock_code"": ""00981"", ""stock_name"": ""中芯国际"", ""weight"": 6.12}, {""stock_code"": ""02628"", ""stock_name"": ""中国人寿"", ""weight"": 6.09}, {""stock_code"": ""02601"", ""stock_name"": ""中国太保"", ""weight"": 5.9}, {""stock_code"": ""02611"", ""stock_name"": ""国泰海通"", ""weight"": 5.86}, {""stock_code"": ""06030"", ""stock_name"": ""中信证券"", ""weight"": 5.64}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-27|2026-08-27 13:46""}",0.6711,"[""011845"", ""008861""]",2026-08-28 05:45:32,1,,sector,
23,2026-08-28,017787,万家宏观择时多策略混合C,1,0.012910552834926795,5.344469126172072,BEAR,"这只基金主要投资煤炭股，重仓了潞安环能、平煤股份、淮北矿业等公司。煤炭行业估值低、分红高，在市场不好的时候比较抗跌，有避险作用。最近一个月这只基金涨了19.7%，明显比同行业其他基金的平均涨幅高很多，说明基金经理选股能力不错。而且它在市场下跌时跌得比大盘少，适合现在的弱势行情，所以推荐它。 | 否决记录: [{""code"": ""016814"", ""name"": ""国联中证煤炭指数C"", ""reason"": ""卡玛比率为-1.03，风险调整后收益为负；大盘上涨时基金几乎不涨（上行捕获-0.00），上涨质量差；近1月涨幅+13.2%低于候选1，且最大回撤24.4%大于候选1的17.3%，综合表现不如候选1。""}]",,HOLD,,,,"{""sector"": ""煤炭"", ""rbsa_industry_1"": ""煤炭"", ""rbsa_weight_1"": 77.84, ""rbsa_industry_2"": ""饮料"", ""rbsa_weight_2"": 15.43, ""rbsa_industry_3"": ""基本金属"", ""rbsa_weight_3"": 10.58, ""momentum_20d"": 15.222631402745224, ""hurst_60d"": 0.7012012211988555, ""calmar"": 2.376642066420667, ""sector_rel_momentum"": 12.9, ""sector_rel_calmar"": 2.0, ""top_holdings"": [{""stock_code"": ""601699"", ""stock_name"": ""潞安环能"", ""weight"": 9.0}, {""stock_code"": ""601666"", ""stock_name"": ""平煤股份"", ""weight"": 8.99}, {""stock_code"": ""600985"", ""stock_name"": ""淮北矿业"", ""weight"": 8.72}, {""stock_code"": ""600546"", ""stock_name"": ""山煤国际"", ""weight"": 8.46}, {""stock_code"": ""000983"", ""stock_name"": ""山西焦煤"", ""weight"": 7.88}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-27|2026-08-27 13:46""}",3.4417,"[""017787"", ""016814""]",2026-08-28 05:45:49,1,,sector,
24,2026-08-31,011184,东方阿尔法招阳混合A,1,0.07854129162940122,6.709712262854702,BEAR,这只基金主要投资军工航天相关的公司，比如洪都航空、中无人机、航天南湖，这些都是造飞机、无人机和雷达的企业。最近国际局势紧张，美国伊朗冲突、霍尔木兹海峡关闭，国家会更加重视国防安全，这些军工企业会直接受益。基金最近1个月涨了19.9%，表现很猛，而且比同类基金多赚了不少，说明基金经理选股有本事，不是光靠行情。不过它的波动也比较大，跌起来可能比大盘还快，适合能承受风险的人。,,HOLD,,,,"{""sector"": ""航空航天装备"", ""rbsa_industry_1"": ""航空航天装备"", ""rbsa_weight_1"": 50.44, ""rbsa_industry_2"": ""电子设备制造"", ""rbsa_weight_2"": 20.0, ""rbsa_industry_3"": ""电子元件"", ""rbsa_weight_3"": 10.350000000000001, ""momentum_20d"": 22.012790306294193, ""hurst_60d"": 0.7187432097877317, ""calmar"": -1.0160313157021148, ""sector_rel_momentum"": 17.5, ""sector_rel_calmar"": 0.8, ""top_holdings"": [{""stock_code"": ""600316"", ""stock_name"": ""洪都航空"", ""weight"": 8.9}, {""stock_code"": ""002179"", ""stock_name"": ""中航光电"", ""weight"": 8.8}, {""stock_code"": ""688297"", ""stock_name"": ""中无人机"", ""weight"": 8.67}, {""stock_code"": ""600184"", ""stock_name"": ""光电股份"", ""weight"": 7.96}, {""stock_code"": ""688552"", ""stock_name"": ""航天南湖"", ""weight"": 7.94}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-27|2026-08-27 13:46""}",0.3625,"[""011184""]",2026-08-31 05:54:58,1,,sector,
25,2026-08-31,017787,万家宏观择时多策略混合C,1,0.012910552834926795,6.445763794195796,BEAR,这只基金重仓煤炭行业，主要持有潞安环能、平煤股份、淮北矿业、山煤国际、山西焦煤这些大型煤企。现在中东局势紧张，石油运输可能受阻，煤炭作为能源替代品价格容易上涨，这些煤企的利润会更好。基金最近1个月涨了16.2%，比同类基金平均高出不少，说明它选股和管理能力更强；而且大盘下跌时它跌幅也小，防守性好。虽然近期有过一些波动，但整体势头较强，适合当前环境。,,HOLD,,,,"{""sector"": ""煤炭"", ""rbsa_industry_1"": ""煤炭"", ""rbsa_weight_1"": 77.84, ""rbsa_industry_2"": ""饮料"", ""rbsa_weight_2"": 15.43, ""rbsa_industry_3"": ""基本金属"", ""rbsa_weight_3"": 10.58, ""momentum_20d"": 18.31261589176567, ""hurst_60d"": 0.7017762362491339, ""calmar"": 2.5876777251184877, ""sector_rel_momentum"": 14.9, ""sector_rel_calmar"": 2.0, ""top_holdings"": [{""stock_code"": ""601699"", ""stock_name"": ""潞安环能"", ""weight"": 9.0}, {""stock_code"": ""601666"", ""stock_name"": ""平煤股份"", ""weight"": 8.99}, {""stock_code"": ""600985"", ""stock_name"": ""淮北矿业"", ""weight"": 8.72}, {""stock_code"": ""600546"", ""stock_name"": ""山煤国际"", ""weight"": 8.46}, {""stock_code"": ""000983"", ""stock_name"": ""山西焦煤"", ""weight"": 7.88}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-27|2026-08-27 13:46""}",3.4455,"[""017787""]",2026-08-31 05:55:06,1,,sector,
26,2026-09-01,006644,弘毅远方消费升级混合A,1,0.052729142877201825,5.292011136239693,BEAR,"这只基金重仓计算机软件行业，前几大重仓股有光云科技、深信服、达梦数据等，都是做企业软件、网络安全和数据库的公司。最近国家密集出台AI和数字经济的支持政策，这些公司直接受益，政策推动下订单和业绩有望提升。另外它还配了一些半导体股票，弹性更足。基金近1月涨幅29.1%，在同类基金里明显跑在前面，说明它抓住了这波计算机软件行情。虽然波动比一些保守基金大，但在这个方向里它的进攻性最强，适合愿意承受波动的投资者。 | 否决记录: [{""code"": ""001150"", ""name"": ""融通互联网传媒灵活配置混合A"", ""reason"": ""组合分较低(3.992 vs 5.292)，20日动量偏离较小(+12.8% vs +17.4%)，说明相对赛道同行的超额收益较弱；虽然回撤略小，但计算机软件集中度更高导致波动风险并未有效降低，且缺少半导体等弹性持仓，上涨动能不足。""}]",EMA60趋势退出: NAV连续2日<EMA60（自高点回撤23.61%）,EXIT,2026-09-01,,0.0,"{""sector"": ""计算机软件"", ""rbsa_industry_1"": ""计算机软件"", ""rbsa_weight_1"": 26.59, ""rbsa_industry_2"": ""半导体"", ""rbsa_weight_2"": 16.53, ""rbsa_industry_3"": ""软件服务"", ""rbsa_weight_3"": 8.370000000000001, ""momentum_20d"": 17.54914968037633, ""hurst_60d"": 0.7183087825014137, ""calmar"": -1.688350426052265, ""sector_rel_momentum"": 17.1, ""sector_rel_calmar"": -0.8, ""top_holdings"": [{""stock_code"": ""688365"", ""stock_name"": ""光云科技"", ""weight"": 6.39}, {""stock_code"": ""300454"", ""stock_name"": ""深信服"", ""weight"": 6.12}, {""stock_code"": ""603986"", ""stock_name"": ""兆易创新"", ""weight"": 5.46}, {""stock_code"": ""300662"", ""stock_name"": ""科锐国际"", ""weight"": 5.18}, {""stock_code"": ""688692"", ""stock_name"": ""达梦数据"", ""weight"": 4.92}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-27|2026-08-27 13:46""}",0.9746,"[""006644"", ""001150""]",2026-09-01 05:42:51,1,,sector,
27,2026-09-01,026516,上银科技先锋股票发起式A,2,0.052218342424837166,3.1564688223119637,BEAR,"这只基金主要投资互联网游戏和软件板块，重仓了吉比特、世纪华通、巨人网络、三七互娱、完美世界这几家游戏公司，近期AI应用和数字经济的政策对这类公司有直接利好。基金最近1个月涨了17.4%，在同类基金中表现领先，而且它没有碰回避行业，回撤也相对可控，更适合现在这样震荡的市场。 | 否决记录: [{""code"": ""026078"", ""name"": ""中航卓越领航混合发起A"", ""reason"": ""虽然它的组合分更高，但重仓里包含28%的电子设备制造，而这个行业目前是明确回避的；同时它近60日最大回撤高达50.8%，下跌时比大盘跌得更多，风险过大，所以不选它。""}]",EMA60趋势退出: NAV连续2日<EMA60（自高点回撤21.74%）,EXIT,2026-09-01,,0.0,"{""sector"": ""互联网服务"", ""rbsa_industry_1"": ""互联网服务"", ""rbsa_weight_1"": 58.839999999999996, ""rbsa_industry_2"": ""软件服务"", ""rbsa_weight_2"": 16.0, ""rbsa_industry_3"": ""媒体及娱乐"", ""rbsa_weight_3"": 8.0, ""momentum_20d"": 10.253296321998606, ""hurst_60d"": 0.6934868065297188, ""calmar"": -1.7720453998959889, ""sector_rel_momentum"": 10.9, ""sector_rel_calmar"": -1.4, ""top_holdings"": [{""stock_code"": ""603444"", ""stock_name"": ""吉比特"", ""weight"": 9.11}, {""stock_code"": ""002602"", ""stock_name"": ""世纪华通"", ""weight"": 9.01}, {""stock_code"": ""002558"", ""stock_name"": ""巨人网络"", ""weight"": 8.78}, {""stock_code"": ""002555"", ""stock_name"": ""三七互娱"", ""weight"": 8.68}, {""stock_code"": ""002624"", ""stock_name"": ""完美世界"", ""weight"": 8.65}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-27|2026-08-27 13:46""}",0.6355,"[""026078"", ""026516""]",2026-09-01 05:43:10,1,,sector,
28,2026-09-02,025415,新华策略精选股票C,1,0.05558687058365782,6.871621272194303,BEAR,这只基金主要买的是电子设备制造和电子元件公司，比如华峰测控、杰普特等，这些公司都是做电子设备产业链的，最近国家在大力刺激消费，资金也在流向消费电子板块，所以这些公司受到利好推动。基金最近一个月涨了34.2%，比同类型基金平均涨1.7%要强很多，说明基金经理选股选得比较好。不过要注意，这只基金波动比较大，跌起来也可能比较猛，适合能承受风险的人。,,HOLD,,,,"{""sector"": ""电子设备制造"", ""rbsa_industry_1"": ""电子设备制造"", ""rbsa_weight_1"": 28.560000000000002, ""rbsa_industry_2"": ""电子元件"", ""rbsa_weight_2"": 14.77, ""rbsa_industry_3"": ""通用设备"", ""rbsa_weight_3"": 12.02, ""momentum_20d"": 20.843029925595722, ""hurst_60d"": 0.7672446451008387, ""calmar"": -0.3761109100557234, ""sector_rel_momentum"": 18.7, ""sector_rel_calmar"": 0.9, ""top_holdings"": [{""stock_code"": ""688205"", ""stock_name"": ""德科立"", ""weight"": 9.4}, {""stock_code"": ""688200"", ""stock_name"": ""华峰测控"", ""weight"": 8.68}, {""stock_code"": ""688025"", ""stock_name"": ""杰普特"", ""weight"": 8.31}, {""stock_code"": ""688668"", ""stock_name"": ""鼎通科技"", ""weight"": 7.54}, {""stock_code"": ""300731"", ""stock_name"": ""科创新源"", ""weight"": 7.48}], ""holdings_report_date"": ""2026-06-30"", ""model_version"": ""2026-08-27|2026-08-27 13:46""}",3.6868,"[""025415""]",2026-09-02 05:46:41,1,,sector,
